Suburb,Suburb Latitude,Suburb Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
"['BRUNSWICK', 'BRUNSWICK LOWER', 'BRUNSWICK NORTH']",-37.766292,144.96010800000002,Foxtrot Charlie,-37.769129134463064,144.96175383052275,Café
"['BRUNSWICK', 'BRUNSWICK LOWER', 'BRUNSWICK NORTH']",-37.766292,144.96010800000002,Balha's Pastry,-37.75903956924328,144.96350086704044,Pastry Shop
"['BRUNSWICK', 'BRUNSWICK LOWER', 'BRUNSWICK NORTH']",-37.766292,144.96010800000002,Little Peacock,-37.76407,144.96159,Breakfast Spot
"['BRUNSWICK', 'BRUNSWICK LOWER', 'BRUNSWICK NORTH']",-37.766292,144.96010800000002,Code Black Coffee,-37.774827827717324,144.96238804024924,Café
"['BRUNSWICK', 'BRUNSWICK LOWER', 'BRUNSWICK NORTH']",-37.766292,144.96010800000002,The Retreat Hotel,-37.77139792392853,144.96147532957065,Beer Garden
"['BRUNSWICK', 'BRUNSWICK LOWER', 'BRUNSWICK NORTH']",-37.766292,144.96010800000002,Savers,-37.77016979203502,144.96163664270767,Thrift / Vintage Store
"['BRUNSWICK', 'BRUNSWICK LOWER', 'BRUNSWICK NORTH']",-37.766292,144.96010800000002,Maddox,-37.77064416146861,144.96153024098118,Café
"['BRUNSWICK', 'BRUNSWICK LOWER', 'BRUNSWICK NORTH']",-37.766292,144.96010800000002,Ratio Cocoa Roasters,-37.77358,144.96139,Chocolate Shop
"['BRUNSWICK', 'BRUNSWICK LOWER', 'BRUNSWICK NORTH']",-37.766292,144.96010800000002,Green Refectory,-37.77483581724693,144.96082133784785,Café
"['BRUNSWICK', 'BRUNSWICK LOWER', 'BRUNSWICK NORTH']",-37.766292,144.96010800000002,John Gorilla,-37.76625984591586,144.94914576604575,Café
"['BRUNSWICK', 'BRUNSWICK LOWER', 'BRUNSWICK NORTH']",-37.766292,144.96010800000002,Sweet Evelyn,-37.77303,144.95301,Café
"['BRUNSWICK', 'BRUNSWICK LOWER', 'BRUNSWICK NORTH']",-37.766292,144.96010800000002,My Aeon,-37.75818021774032,144.96341016080615,Bar
"['BRUNSWICK', 'BRUNSWICK LOWER', 'BRUNSWICK NORTH']",-37.766292,144.96010800000002,Brunswick Foodstore,-37.774825844713774,144.96355809508086,Café
"['BRUNSWICK', 'BRUNSWICK LOWER', 'BRUNSWICK NORTH']",-37.766292,144.96010800000002,Tom Phat Restaurant,-37.77363774490293,144.96104349896856,Thai Restaurant
"['BRUNSWICK', 'BRUNSWICK LOWER', 'BRUNSWICK NORTH']",-37.766292,144.96010800000002,Alasya Turkish Restaurant,-37.764080910290886,144.9626201475161,Turkish Restaurant
"['BRUNSWICK', 'BRUNSWICK LOWER', 'BRUNSWICK NORTH']",-37.766292,144.96010800000002,Basfoods Direct,-37.76582,144.95336,Grocery Store
"['BRUNSWICK', 'BRUNSWICK LOWER', 'BRUNSWICK NORTH']",-37.766292,144.96010800000002,Balha's Lebanese Pastry,-37.758955,144.963508,Pastry Shop
"['BRUNSWICK', 'BRUNSWICK LOWER', 'BRUNSWICK NORTH']",-37.766292,144.96010800000002,Steam Junkies,-37.76152962650695,144.9607472814213,Café
"['BRUNSWICK', 'BRUNSWICK LOWER', 'BRUNSWICK NORTH']",-37.766292,144.96010800000002,A Minor Place,-37.761436,144.96967,Café
"['BRUNSWICK', 'BRUNSWICK LOWER', 'BRUNSWICK NORTH']",-37.766292,144.96010800000002,Charles Weston Hotel,-37.774895,144.963345,Pub
"['BRUNSWICK', 'BRUNSWICK LOWER', 'BRUNSWICK NORTH']",-37.766292,144.96010800000002,Misoya Sake Bar,-37.7733,144.96088,Ramen Restaurant
"['BRUNSWICK', 'BRUNSWICK LOWER', 'BRUNSWICK NORTH']",-37.766292,144.96010800000002,Royal Stacks,-37.758453469733624,144.96381378832675,Burger Joint
"['BRUNSWICK', 'BRUNSWICK LOWER', 'BRUNSWICK NORTH']",-37.766292,144.96010800000002,The Union Hotel,-37.77340878501757,144.9532303095709,Pub
"['BRUNSWICK', 'BRUNSWICK LOWER', 'BRUNSWICK NORTH']",-37.766292,144.96010800000002,The Cornish Arms,-37.773431350543724,144.96099735521224,Pub
"['BRUNSWICK', 'BRUNSWICK LOWER', 'BRUNSWICK NORTH']",-37.766292,144.96010800000002,Miss Marmalade,-37.773245045153466,144.95307414300459,Café
"['BRUNSWICK', 'BRUNSWICK LOWER', 'BRUNSWICK NORTH']",-37.766292,144.96010800000002,Acustico,-37.77402498697938,144.95914802221262,Café
"['BRUNSWICK', 'BRUNSWICK LOWER', 'BRUNSWICK NORTH']",-37.766292,144.96010800000002,Nando's,-37.76128872621202,144.9630484588563,Portuguese Restaurant
"['BRUNSWICK', 'BRUNSWICK LOWER', 'BRUNSWICK NORTH']",-37.766292,144.96010800000002,Grand View Hotel,-37.766405580948756,144.94902106551103,Pub
"['BRUNSWICK', 'BRUNSWICK LOWER', 'BRUNSWICK NORTH']",-37.766292,144.96010800000002,Shinwa Izakaya,-37.77413733812581,144.96087783353303,Japanese Restaurant
"['BRUNSWICK', 'BRUNSWICK LOWER', 'BRUNSWICK NORTH']",-37.766292,144.96010800000002,Northern Perk Cafe,-37.76068,144.96342,Coffee Shop
"['BRUNSWICK', 'BRUNSWICK LOWER', 'BRUNSWICK NORTH']",-37.766292,144.96010800000002,Two Little Pigs,-37.77444995512307,144.96091353196482,Café
"['BRUNSWICK', 'BRUNSWICK LOWER', 'BRUNSWICK NORTH']",-37.766292,144.96010800000002,Futsal Oz,-37.76590897059285,144.95492226808878,Soccer Field
"['BRUNSWICK', 'BRUNSWICK LOWER', 'BRUNSWICK NORTH']",-37.766292,144.96010800000002,Domino's Pizza,-37.76302,144.96261,Pizza Place
"['BRUNSWICK', 'BRUNSWICK LOWER', 'BRUNSWICK NORTH']",-37.766292,144.96010800000002,Project 281,-37.76855379520229,144.96067316063053,Café
"['BRUNSWICK', 'BRUNSWICK LOWER', 'BRUNSWICK NORTH']",-37.766292,144.96010800000002,Woolworths,-37.76952574332632,144.96013817191715,Supermarket
"['BRUNSWICK', 'BRUNSWICK LOWER', 'BRUNSWICK NORTH']",-37.766292,144.96010800000002,Gilpin Reserve,-37.76777847330935,144.95070044353656,Park
"['BRUNSWICK', 'BRUNSWICK LOWER', 'BRUNSWICK NORTH']",-37.766292,144.96010800000002,Rajee's Instant Indian,-37.76098,144.96337,Indian Restaurant
"['BRUNSWICK', 'BRUNSWICK LOWER', 'BRUNSWICK NORTH']",-37.766292,144.96010800000002,Rezah Afghan Kebab,-37.76316,144.96262,Afghan Restaurant
"['BRUNSWICK', 'BRUNSWICK LOWER', 'BRUNSWICK NORTH']",-37.766292,144.96010800000002,Woolworths Metro,-37.758049,144.963876,Supermarket
"['BRUNSWICK', 'BRUNSWICK LOWER', 'BRUNSWICK NORTH']",-37.766292,144.96010800000002,Inner North Brewing Co,-37.76730260696301,144.95797304926083,Brewery
"['BRUNSWICK', 'BRUNSWICK LOWER', 'BRUNSWICK NORTH']",-37.766292,144.96010800000002,Brunswick Market,-37.76154590360187,144.96168100875548,Shopping Plaza
"['BRUNSWICK', 'BRUNSWICK LOWER', 'BRUNSWICK NORTH']",-37.766292,144.96010800000002,Jewell Station,-37.77496216857762,144.95863190284905,Train Station
"['BRUNSWICK', 'BRUNSWICK LOWER', 'BRUNSWICK NORTH']",-37.766292,144.96010800000002,Anstey Station,-37.76078005499778,144.9608719408926,Train Station
"['BRUNSWICK', 'BRUNSWICK LOWER', 'BRUNSWICK NORTH']",-37.766292,144.96010800000002,Kaleidoscope,-37.77355,144.96084,Café
"['BRUNSWICK', 'BRUNSWICK LOWER', 'BRUNSWICK NORTH']",-37.766292,144.96010800000002,True Blue Shoes,-37.77489015128068,144.96079906904822,Shoe Store
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,University House,-37.796282015045534,144.96005431465056,Lounge
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,Carte Crêpes,-37.79905216385439,144.96035697797498,Café
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,Egg Sake Bistro,-37.79701868943659,144.96116340587065,Japanese Restaurant
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,Pidapipó Gelateria,-37.7983,144.96706,Ice Cream Shop
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,Le Miel et la lune,-37.79701351485382,144.9662078993364,Café
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,Readings,-37.797970793583026,144.96740477790618,Bookstore
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,Wolf's Lair,-37.79745592719983,144.9671213984645,Bar
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,King & Godfree,-37.798573952270964,144.96725879458148,Deli / Bodega
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,Milk the Cow,-37.797781,144.967295,Cheese Shop
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,Gewürzhaus,-37.79905,144.96748,Gourmet Shop
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,Heartattack and Vine,-37.797634,144.96729,Café
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,Yo-Chi,-37.79865931362405,144.96784897464883,Frozen Yogurt Shop
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,Cinema Nova,-37.797993,144.96793,Indie Movie Theater
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,Carlton Wine Room,-37.798584,144.96861,Wine Bar
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,Standing Room,-37.797294,144.962919,Coffee Shop
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,Lanna Thai,-37.799097327504235,144.95438773614853,Thai Restaurant
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,The Vertue of the Coffee Drink,-37.79764825840715,144.96836521568414,Coffee Shop
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,House Of Cards,-37.79924326092917,144.96159724128785,Coffee Shop
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,Princes Park Running Track,-37.79072711627188,144.9612561707904,Outdoors & Recreation
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,D.O.C. Pizza & Mozzarella Bar,-37.798954,144.96849,Pizza Place
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,Baker D. Chirico,-37.79878836333733,144.96849936913674,Bakery
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,Colourful Yunnan,-37.80053461393883,144.96407037943607,Yunnan Restaurant
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,D.O.C Espresso,-37.7992267525471,144.9672400645725,Italian Restaurant
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,Brunetti,-37.798105354150536,144.96782697931576,Café
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,Seven Seeds,-37.80287,144.95912,Café
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,La Mama,-37.79900949468068,144.9676667050463,Indie Theater
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,Melbourne Uni Footy Oval,-37.79379482065707,144.96156164251565,Athletics & Sports
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,New York Minute,-37.798832,144.96635,Burger Joint
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,Shakahari,-37.798923,144.96783,Vegetarian / Vegan Restaurant
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,Nature Play Park,-37.795258,144.95207,Playground
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,Donnini's Restaurant,-37.799489958174334,144.96723085680696,Italian Restaurant
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,Koko Black,-37.801804480680346,144.9667231937821,Dessert Shop
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,Kaprica,-37.80325444801964,144.96281297151023,Pizza Place
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,Paris Go Bistro,-37.796944,144.97087,French Restaurant
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,Royal Park Australian Native Garden,-37.79208995293159,144.95730709428136,Garden
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,Vincent The Dog,-37.797687720891474,144.9689620150097,Café
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,Market Lane Coffee,-37.798637,144.96846,Coffee Shop
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,Humble Rays,-37.80472886414269,144.96192701562697,Café
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,Casa Del Gelato,-37.801892675456614,144.96668093075078,Ice Cream Shop
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,Assembly Coffee & Tea,-37.80275,144.96729,Coffee Shop
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,Trotters,-37.797594843446454,144.96753898067425,Italian Restaurant
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,Stovetop,-37.80365213333662,144.96041832839347,Café
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,Arabesque,-37.803363311627734,144.9583843464472,Persian Restaurant
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,Leyalina,-37.801125,144.96649,Egyptian Restaurant
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,Universal Restaurant,-37.8038693,144.9661093,Italian Restaurant
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,Arts House Meat Market,-37.801288673271905,144.95440960583835,Indie Theater
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,Mantra Lounge,-37.80055,144.96329,Vegetarian / Vegan Restaurant
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,Green Man's Arms,-37.797077,144.96786,Pub
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,Jimmy Watson's Wine Bar And Restaurant,-37.797524612144805,144.96738760171718,Wine Bar
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,The Parkville Store,-37.79544605944929,144.95568838252132,Coffee Shop
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,Metropolitan Meat Market,-37.80154333070733,144.95415581758513,Art Gallery
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,Abla's Lebanese Restaurant,-37.79756742404744,144.9709505394828,Lebanese Restaurant
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,Bobbie Peels,-37.80384869834859,144.9583200075981,Bar
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,Campos Coffee,-37.797214,144.969731,Coffee Shop
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,Mint & Co,-37.79931491291133,144.96768733123434,Hookah Bar
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,Carlton Baths YMCA,-37.793356841811644,144.9714845355426,Gym / Fitness Center
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,Don Tojo,-37.801384,144.96564,Japanese Restaurant
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,La Spaghettata,-37.80154226768831,144.96686034835102,Italian Restaurant
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,Tre Sette,-37.803324380751455,144.9620259511175,Café
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,Midsquare Coffee,-37.80250850821116,144.96419021328444,Café
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,Papa Gino's,-37.80018959534841,144.9670265097251,Italian Restaurant
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,Passion Dance Studio,-37.804419121973716,144.95883087111372,Dance Studio
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,The Queensberry Pour House,-37.804385256858055,144.96181763436667,Café
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,Boost Juice,-37.79732049830984,144.96103568611036,Juice Bar
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,The Olive Jar,-37.795526,144.970717,Italian Restaurant
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,Dr Dax Kitchen,-37.798185597981835,144.95797369376635,Coffee Shop
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,Sports Centre,-37.796109573474034,144.96073800178695,College Gym
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,University Square,-37.80120541834259,144.9602222442627,College Quad
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,Melbourne Metro YHA,-37.802963172974124,144.95439518496235,Hostel
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,Classic Curry Company,-37.804257855530615,144.95853491900786,Indian Restaurant
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,Tank Fish & Chippery,-37.8036159302229,144.96640747350267,Fish & Chips Shop
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,Super Eight,-37.79977015645261,144.95714971476218,Café
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,Ziyka Restaurant,-37.79613,144.97103,Pakistani Restaurant
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,Hotel Lincoln,-37.80454017194836,144.96463461507204,Pub
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,KT Mart,-37.804306,144.95906,Grocery Store
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,BBQ brothers10,-37.80443961737766,144.9586609044947,BBQ Joint
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,MoMo Sushi (Pelham St),-37.80232088419529,144.96108917981286,Sushi Restaurant
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,Naughton's Hotel,-37.79565186082486,144.95800979900648,Hotel
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,kitchen 520+,-37.80484,144.96348,Korean Restaurant
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,The Castle Hotel,-37.80116122418776,144.95299485174382,Bar
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,The Last Jar,-37.80413796303866,144.95874009744355,Gastropub
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,7-Eleven,-37.79542366989773,144.95766878128052,Convenience Store
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,Chemist Warehouse,-37.804523,144.95915,Pharmacy
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,Oxfam Australia,-37.80300306397346,144.96074562184322,Office
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,North Melbourne IGA X-press,-37.7989,144.95348,Grocery Store
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,Baretto Espresso Bar,-37.799993600476455,144.9594673790337,Coffee Shop
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,Isabella's Cafe,-37.799433536495776,144.95507452841105,Café
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,7-Eleven,-37.79971465253893,144.95508633009763,Convenience Store
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,Lab 39,-37.79654194011851,144.96075604783573,Café
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,Akita Japanese Restaurant,-37.801919344910125,144.95422380115468,Japanese Restaurant
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,Percy's Cafe,-37.79736088372131,144.95853354899137,Café
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,Queensberry Hotel,-37.80477557141862,144.96308667343686,Pub
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,Melbourne General Cemetery,-37.79080288709021,144.9662575639506,Cemetery
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,Tram Stop 113,-37.79408595618375,144.96799059663837,Tram Station
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,Bar Commercio,-37.80161253356684,144.95866094145177,Café
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,Ibis Melbourne Swanston Street,-37.80412600804049,144.96301192459828,Hotel
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,St Cooper,-37.801049,144.955526,Café
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,College Square Basketball Court,-37.79312,144.969,Basketball Court
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,Bangkok Rain,-37.795087,144.970778,Thai Restaurant
['UNIVERSITY OF MELBOURNE'],-37.796152,144.961351,The Wonder Kafe,-37.80408,144.96308,Coffee Shop
"['BATMAN', 'COBURG', 'COBURG NORTH', 'MERLYNSTON', 'MORELAND']",-37.739901,144.964524,Al Alamy (International Coffee & Nuts),-37.741882735702944,144.96516943989087,Café
"['BATMAN', 'COBURG', 'COBURG NORTH', 'MERLYNSTON', 'MORELAND']",-37.739901,144.964524,Half Moon Cafe,-37.74328,144.96581,Café
"['BATMAN', 'COBURG', 'COBURG NORTH', 'MERLYNSTON', 'MORELAND']",-37.739901,144.964524,Melbourne Kebab Station,-37.74253443900722,144.9663387942656,Middle Eastern Restaurant
"['BATMAN', 'COBURG', 'COBURG NORTH', 'MERLYNSTON', 'MORELAND']",-37.739901,144.964524,Abbout Falafel House,-37.74257,144.96619,Falafel Restaurant
"['BATMAN', 'COBURG', 'COBURG NORTH', 'MERLYNSTON', 'MORELAND']",-37.739901,144.964524,True North,-37.74489356957573,144.96573085874198,Café
"['BATMAN', 'COBURG', 'COBURG NORTH', 'MERLYNSTON', 'MORELAND']",-37.739901,144.964524,The Boot Factory,-37.737807367844944,144.96881488097202,Café
"['BATMAN', 'COBURG', 'COBURG NORTH', 'MERLYNSTON', 'MORELAND']",-37.739901,144.964524,Zaatar,-37.7450784144941,144.96582540162117,Middle Eastern Restaurant
"['BATMAN', 'COBURG', 'COBURG NORTH', 'MERLYNSTON', 'MORELAND']",-37.739901,144.964524,Coburg Leisure Centre,-37.74273684265647,144.96812134981155,Gym
"['BATMAN', 'COBURG', 'COBURG NORTH', 'MERLYNSTON', 'MORELAND']",-37.739901,144.964524,Eastern Bloc,-37.74104525338636,144.9637791899191,Café
"['BATMAN', 'COBURG', 'COBURG NORTH', 'MERLYNSTON', 'MORELAND']",-37.739901,144.964524,the glass den,-37.74032616405485,144.96894556221906,Breakfast Spot
"['BATMAN', 'COBURG', 'COBURG NORTH', 'MERLYNSTON', 'MORELAND']",-37.739901,144.964524,Taste Of Thai,-37.74314336158331,144.96624445969974,Thai Restaurant
"['BATMAN', 'COBURG', 'COBURG NORTH', 'MERLYNSTON', 'MORELAND']",-37.739901,144.964524,Coburg Aquarium,-37.74008145936934,144.95695933333312,Pet Store
"['BATMAN', 'COBURG', 'COBURG NORTH', 'MERLYNSTON', 'MORELAND']",-37.739901,144.964524,Dan Murphy's,-37.74459212461579,144.9643991556061,Liquor Store
"['BATMAN', 'COBURG', 'COBURG NORTH', 'MERLYNSTON', 'MORELAND']",-37.739901,144.964524,Coles,-37.74204406685943,144.96410876512527,Supermarket
"['BATMAN', 'COBURG', 'COBURG NORTH', 'MERLYNSTON', 'MORELAND']",-37.739901,144.964524,Anytime Fitness,-37.74106,144.96546,Gym / Fitness Center
"['BATMAN', 'COBURG', 'COBURG NORTH', 'MERLYNSTON', 'MORELAND']",-37.739901,144.964524,Antalya Turkish Restaurant,-37.74853,144.96513,Turkish Restaurant
"['BATMAN', 'COBURG', 'COBURG NORTH', 'MERLYNSTON', 'MORELAND']",-37.739901,144.964524,Afghan Charcoal Kebab,-37.74257,144.96619,Afghan Restaurant
"['BATMAN', 'COBURG', 'COBURG NORTH', 'MERLYNSTON', 'MORELAND']",-37.739901,144.964524,Nando's,-37.74154921231534,144.96487940381687,Portuguese Restaurant
"['BATMAN', 'COBURG', 'COBURG NORTH', 'MERLYNSTON', 'MORELAND']",-37.739901,144.964524,Post Office Hotel,-37.748724518024716,144.96526268686426,Gastropub
"['BATMAN', 'COBURG', 'COBURG NORTH', 'MERLYNSTON', 'MORELAND']",-37.739901,144.964524,Wild Timor Coffee Co,-37.7476,144.96571,Café
"['BATMAN', 'COBURG', 'COBURG NORTH', 'MERLYNSTON', 'MORELAND']",-37.739901,144.964524,Two Monks Cafe,-37.745486329550765,144.9659780078053,Café
"['BATMAN', 'COBURG', 'COBURG NORTH', 'MERLYNSTON', 'MORELAND']",-37.739901,144.964524,Chemist Warehouse,-37.7437436949476,144.96610284315287,Pharmacy
"['BATMAN', 'COBURG', 'COBURG NORTH', 'MERLYNSTON', 'MORELAND']",-37.739901,144.964524,Yiannis Pantheon Cake Shop,-37.74346,144.96597,Bakery
"['BATMAN', 'COBURG', 'COBURG NORTH', 'MERLYNSTON', 'MORELAND']",-37.739901,144.964524,Wang Wang Dumpling,-37.741872032154674,144.96480551593805,Dumpling Restaurant
"['BATMAN', 'COBURG', 'COBURG NORTH', 'MERLYNSTON', 'MORELAND']",-37.739901,144.964524,Coles,-37.73957642650319,144.9649560975298,Supermarket
"['BATMAN', 'COBURG', 'COBURG NORTH', 'MERLYNSTON', 'MORELAND']",-37.739901,144.964524,Coffee & Kitchen,-37.74314907782615,144.96595101843485,Coffee Shop
"['BATMAN', 'COBURG', 'COBURG NORTH', 'MERLYNSTON', 'MORELAND']",-37.739901,144.964524,Coburg Station,-37.74215181752201,144.96343416027995,Train Station
"['BATMAN', 'COBURG', 'COBURG NORTH', 'MERLYNSTON', 'MORELAND']",-37.739901,144.964524,My First Cafe,-37.74286,144.96566,Thai Restaurant
"['BATMAN', 'COBURG', 'COBURG NORTH', 'MERLYNSTON', 'MORELAND']",-37.739901,144.964524,Coburg Market,-37.74309263444876,144.96612311400736,Grocery Store
"['BATMAN', 'COBURG', 'COBURG NORTH', 'MERLYNSTON', 'MORELAND']",-37.739901,144.964524,Pinarbasi Turkish Restaurant,-37.74731,144.96533,Turkish Restaurant
"['BATMAN', 'COBURG', 'COBURG NORTH', 'MERLYNSTON', 'MORELAND']",-37.739901,144.964524,Woolworths,-37.74397514503103,144.9642792192203,Supermarket
"['BATMAN', 'COBURG', 'COBURG NORTH', 'MERLYNSTON', 'MORELAND']",-37.739901,144.964524,KFC,-37.74105113850084,144.96278259086014,Fast Food Restaurant
"['BATMAN', 'COBURG', 'COBURG NORTH', 'MERLYNSTON', 'MORELAND']",-37.739901,144.964524,Browns Corner Hotel,-37.74136737954072,144.96670802271206,Pub
"['BATMAN', 'COBURG', 'COBURG NORTH', 'MERLYNSTON', 'MORELAND']",-37.739901,144.964524,San Marco,-37.738972762275694,144.96734619140625,Italian Restaurant
"['BATMAN', 'COBURG', 'COBURG NORTH', 'MERLYNSTON', 'MORELAND']",-37.739901,144.964524,Expresso Joe's,-37.73745864096087,144.96489558121777,Coffee Shop
"['BATMAN', 'COBURG', 'COBURG NORTH', 'MERLYNSTON', 'MORELAND']",-37.739901,144.964524,Victoria St Mall,-37.737462538302466,144.96497223128776,Shopping Mall
"['BATMAN', 'COBURG', 'COBURG NORTH', 'MERLYNSTON', 'MORELAND']",-37.739901,144.964524,KFL Supermarket Coburg,-37.73738333381863,144.96496734229456,Supermarket
"['BATMAN', 'COBURG', 'COBURG NORTH', 'MERLYNSTON', 'MORELAND']",-37.739901,144.964524,Tram Stop 37,-37.73390771637222,144.9651819704229,Tram Station
"['BATMAN', 'COBURG', 'COBURG NORTH', 'MERLYNSTON', 'MORELAND']",-37.739901,144.964524,Officeworks,-37.73313087955461,144.958724933945,Paper / Office Supplies Store
"['BATMAN', 'COBURG', 'COBURG NORTH', 'MERLYNSTON', 'MORELAND']",-37.739901,144.964524,Falleti's Pizza,-37.73349366866608,144.96040112367277,Pizza Place
"['BATMAN', 'COBURG', 'COBURG NORTH', 'MERLYNSTON', 'MORELAND']",-37.739901,144.964524,Tasty Bite,-37.733576800728606,144.95983647468353,Fast Food Restaurant
"['BATMAN', 'COBURG', 'COBURG NORTH', 'MERLYNSTON', 'MORELAND']",-37.739901,144.964524,Robinson Reserve,-37.74641269545268,144.95970741258992,Park
